id,month,seendate,title,domain,sourcecountry,relevant,sentiment,theme
722,2022-05,20220516T134500Z,"Liberty Latin America Ltd . ( NASDAQ : LILAK ) Major Shareholder John C . Malone Purchases 567 , 151 Shares",etfdailynews.com,United States,no,neutral,other
723,2022-05,20220516T134500Z,Stocks on Sale : Is AMD a Buy ? | The Motley Fool,fool.com,United States,no,neutral,other
724,2022-05,20220516T134500Z,Global Telecom Power System Market Report 2022 : Increasing,globenewswire.com,United States,no,neutral,other
725,2022-05,20220516T134500Z,"OffsiteDataSync Introduces Recovery from Any Cloud , Any Platform for Veeam via BaaS and DRaaS",prweb.com,United States,no,neutral,other
726,2022-05,20220516T134500Z,Wanclouds Debuts VPC+ DRaaS with IBM Cloud Satellite Functionality at KubeCon + CloudNativeCon Europe 2022,prweb.com,United States,no,neutral,other
727,2022-05,20220516T141500Z,Constellation Energy Corporation ( CEG ) Q1 2022 Earnings Call Transcript,fool.com,United States,no,neutral,other
728,2022-05,20220516T144500Z,"GitHub - PacktPublishing / Linux - for - Networking - Professionals : Linux for Networking Professionals , published by Packt",github.com,United States,no,neutral,other
729,2022-05,20220516T144500Z,In - memory Data Grid Market Size to Grow by USD 1 . 51 Billion | Growth of Big Data to Drive Growth,prnewswire.com,United States,no,neutral,other
730,2022-05,20220516T151500Z,Earthquakes shake Coachella Valley during lunar eclipse,desertsun.com,United States,no,neutral,other
731,2022-05,20220516T153000Z,Schneider Electric Ranked 20th in the World Top 100 for Gender Equality by Equileap,apnews.com,United States,no,neutral,other
732,2022-05,20220516T153000Z,Red Hat CEO :  Open Hybrid Cloud Will Be Defined By Hardware Innovation At The Edge  ,crn.com,United States,no,neutral,other
733,2022-05,20220516T154500Z,How chip architectures are evolving to support embedded AI,electronics360.globalspec.com,United States,no,neutral,other
734,2022-05,20220516T161500Z,Prince Mohammed Bin Salman City selects solutions by stc to implement Smart City strategy,arabnews.com,Saudi Arabia,no,neutral,other
735,2022-05,20220516T170000Z,Orolia and Meta Collaborate On Accurate and Resilient Timing Network,insidegnss.com,United States,no,neutral,other
736,2022-05,20220516T174500Z,Monochrome Display Market Estimated To Garner USD 31 . 33 Bill ... ,menafn.com,Qatar,no,neutral,other
737,2022-05,20220516T180000Z,"As Overdoses Sharply Increase , Spero Health Brings Lifesaving Addiction Treatment with Opening of Three New Clinics in Virginia",us.acrofan.com,South Korea,no,neutral,other
738,2022-05,20220516T183000Z,Light Reading,lightreading.com,United States,no,neutral,other
739,2022-05,20220516T191500Z,Bitfarms Ltd . ( BITF ) CEO Emiliano Grodzki on Q1 2022 Results - Earnings Call Transcript,seekingalpha.com,United States,no,neutral,other
740,2022-05,20220516T193000Z,Robust Technology Supports Higher Education Cybersecurity Training Programs,edtechmagazine.com,United States,no,neutral,other
741,2022-05,20220516T201500Z,"AAON , Inc . ( NASDAQ : AAON ) VP Rony D . Gadiwalla Sells 4 , 000 Shares",etfdailynews.com,United States,no,neutral,other
742,2022-05,20220516T204500Z,AFCOM Potomac Launches Fifth Summer Internship Program,datacenterknowledge.com,United States,yes,positive,jobs_economy
743,2022-05,20220516T204500Z,Red Hat Partnership With GM : From Edge to Data Center and Back Again,datacenterknowledge.com,United States,yes,positive,tech_operations
744,2022-05,20220516T204500Z,Greenidge Generation Reports First Quarter 2022 Results and Provides April 2022 Operational Update,prnewswire.com,United States,no,neutral,other
745,2022-05,20220516T210000Z,"Cloud Revenues Q1 , 2022 : Surfing an Ever Larger Wave",eweek.com,United States,no,neutral,other
746,2022-05,20220516T213000Z,The Europe Hyperscale Data Center Market to Reach $36 . 5,globenewswire.com,United States,yes,positive,investment_buildout
747,2022-05,20220516T220000Z,Twenty - Three Ingram Micro Executives Named to CRN 2022 Women of the Channel ; Three Celebrated on Power 100,apnews.com,United States,no,neutral,other
748,2022-05,20220516T220000Z,Gilbert ranks No . 1 for office construction in U . S . ,azbigmedia.com,United States,no,neutral,other
749,2022-05,20220516T223000Z,"STRONGHOLD DIGITAL MINING , INC . Management Discussion and Analysis of Financial Condition and Results of Operations ( form 10 - Q ) ",marketscreener.com,,no,neutral,other
750,2022-05,20220516T234500Z,"Global 3D NAND Flash Memory Market to Garner $78 . 42 Billion by 2030 , States the Report by Allied Market Research",sandiegosun.com,United States,no,neutral,other
751,2022-06,20220615T000000Z,"Newswire & Press Release / Rocket Software Enhances Job Control Management Solution to Drive Efficiency in Mainframe Data Centers - Software - Rocket Software , Inc . ",newswiretoday.com,United States,yes,positive,tech_operations
752,2022-06,20220615T001500Z,Yellowbrick 6 advances cloud data warehouse deployments,techtarget.com,United States,no,neutral,other
753,2022-06,20220615T010000Z,Fortinet Releases its Inaugural Sustainability Report,pressreleasepoint.com,United States,no,neutral,other
754,2022-06,20220615T011500Z,Alibaba challenges AWS with a custom smartNIC of its own,theregister.com,,yes,neutral,tech_operations
755,2022-06,20220615T023000Z,"Caixin Global - Latest Business and Financial News on China , U . S . Trade War and Negotiations , Breaking News , Headlines and Developments",caixinglobal.com,China,no,neutral,other
756,2022-06,20220615T031500Z,Vertiv Geist RTS makes redundant power backbone to distributed IT applications,voxy.co.nz,New Zealand,yes,positive,tech_operations
757,2022-06,20220615T050000Z,"Jeff Leblanc , AMAG VP Professional Services , Talks About  Cus ... ",menafn.com,Qatar,no,neutral,other
758,2022-06,20220615T053000Z,"Moro Hub and PhishRod Collaborate to launch Waee , the Region ... ",menafn.com,Qatar,no,neutral,other
759,2022-06,20220615T060000Z,Apple reportedly testing more eco - friendly packaging for these iPhones,dnaindia.com,India,no,neutral,other
760,2022-06,20220615T063000Z,Tribune editorial : Bitzero plans for state not without risk,bismarcktribune.com,United States,yes,negative,jobs_economy
761,2022-06,20220615T084500Z,Hitachi Energy and Schneider Electric collaborate to speed up the energy transition,utilities-me.com,United Arab Emirates,no,neutral,other
762,2022-06,20220615T091500Z,Cloud technology is at the heart of remote patient monitoring : Dozee,prokerala.com,India,no,neutral,other
763,2022-06,20220615T091500Z,Simple Fiber cuts ribbon in Denton,stardem.com,United States,no,neutral,other
764,2022-06,20220615T094500Z,"Global and China Leading Tier1 Supplier Intelligent Cockpit Business Report 2022 : Mass Production of Innovative Cockpits Gathers Pace , and Penetration of New Technologies is on a Rapid Rise",finance.yahoo.com,United States,no,neutral,other
765,2022-06,20220615T103000Z,HPE Greenlake to power Taeknizon expansion in UAE,theregister.com,,yes,positive,investment_buildout
766,2022-06,20220615T110000Z,10 top automation and orchestration tools,networkworld.com,United States,no,neutral,other
767,2022-06,20220615T111500Z,Business Benefits of Implementing Storage Area Network,business-review.eu,Romania,no,neutral,other
768,2022-06,20220615T111500Z,Enchanted Rock to Develop California Largest Renewable Microgrid to Ensure Resiliency of Microsoft Data Center,prnewswire.com,United States,yes,positive,energy_grid
769,2022-06,20220615T114500Z,Sono Motors Cooperates With Logistics Provider Rhenus to,globenewswire.com,United States,no,neutral,other
770,2022-06,20220615T121500Z,Heat Pumps Market Is Estimated To Expand At A CAGR Of 5 . 4 % B ... ,menafn.com,Qatar,no,neutral,other
771,2022-06,20220615T121500Z,Infinidat Celebrates Success at Storage Magazine united kingdom Storries Awards XIX,streetinsider.com,United States,no,neutral,other
772,2022-06,20220615T124500Z,"Microsoft to Use Microgrid , Biofuel for Backup Power at San Jose Data Center",datacenterfrontier.com,United States,yes,positive,energy_grid
773,2022-06,20220615T130000Z,"Coviant Software Responds to Market Demand , Releases Diplomat MFT 9 . 1 with Replication , Synchronization Features",prnewswire.com,United States,no,neutral,other
774,2022-06,20220615T131500Z,San Diego resale home price drops for the first time this year . Sign of a cooling market ? ,sandiegouniontribune.com,United States,no,neutral,other
775,2022-06,20220615T131500Z,Traefik Labs and HashiCorp Partner to Strengthen Ingress for Nomad,streetinsider.com,United States,no,neutral,other
776,2022-06,20220615T133000Z,"Bit Origin Limited to Invest in a Mining Site in Cheyenne , Wyoming with 75 Megawatts of Mining Power",apnews.com,United States,yes,positive,investment_buildout
777,2022-06,20220615T143000Z,"Renewable Innovations and Aicon Yachts Chart the Path Towards Greener , Sustainable Yachting with Hydrogen",energy.einnews.com,United States,no,neutral,other
778,2022-06,20220615T150000Z,"Vietnam Telecom Markets , Analysis , Competition , Forecasts & Opportunities , 2017 - 2021 & 2022 - 2027 : Market Trends & Developments , Policy & Regulatory Landscape , Competitive Landscape",prnewswire.com,United States,no,neutral,other
779,2022-06,20220615T151500Z,Solana blockchain buys bare metal servers through Edgevana aggregation service,datacenterdynamics.com,United States,yes,neutral,investment_buildout
780,2022-06,20220615T153000Z,Cisco CEO : Navigating constant crisis is the new reality,lightreading.com,United States,no,neutral,other
781,2022-06,20220615T153000Z,Horizon Media Named Among Fortune Magazine 2022 Best Workplaces in New York,prnewswire.com,United States,no,neutral,other
782,2022-06,20220615T153000Z,NIAGARA NETWORKS DEBUTS INDUSTRY RECORD FOR IN - LINE CYBERSECURITY PROTECTION,prnewswire.com,United States,no,neutral,other
783,2022-06,20220615T153000Z,"InvestorNewsBreaks – Blue Hat Interactive Entertainment Technology ( NASDAQ : BHAT ) Notified by NASDAQ , Regains Compliance",streetinsider.com,United States,no,neutral,other
784,2022-06,20220615T160000Z,Flowserve to Supply Pumps to Leading Provider of Immersion Cooling Technology – Consumer Electronics Net,consumerelectronicsnet.com,United States,yes,neutral,tech_operations
785,2022-06,20220615T160000Z,InfluxData Announces InfluxDB Edge Data Replication – Consumer Electronics Net,consumerelectronicsnet.com,United States,no,neutral,other
786,2022-06,20220615T160000Z,Blue Hat Regains Compliance with Nasdaq Minimum Bid Price Requirement,marketscreener.com,,no,neutral,other
787,2022-06,20220615T161500Z,Euronext completes data center migration from united kingdom to Italy,datacenterdynamics.com,United States,yes,neutral,tech_operations
788,2022-06,20220615T164500Z,Couchbase Named One of the Best Workplaces in the Bay Area in 2022 by Great Place to Work® and Fortune Magazine,prnewswire.com,United States,no,neutral,other
789,2022-06,20220615T170000Z,"IT News Online - GaN Systems Launches New Higher Performance , Low - Cost Transistor for Consumer , Industrial , and Data Center Applications",itnewsonline.com,United States,yes,positive,tech_operations
790,2022-06,20220615T170000Z,"Japan , US partner on 2nm chip R & D and manufacturing",techspot.com,United States,no,neutral,other
791,2022-06,20220615T171500Z,Saddleback Communications Celebrates 25 Years Connecting the Community,prweb.com,United States,no,neutral,other
792,2022-06,20220615T171500Z,Service Objects Announces 20th Anniversary and Five Billionth Transaction,prweb.com,United States,no,neutral,other
793,2022-06,20220615T173000Z,MarinHealth Receives Quality and Sustainability Award for Achieving Low Cesarean Birth Rate,apnews.com,United States,no,neutral,other
794,2022-06,20220615T174500Z,Missing Key : The challenge of cybersecurity and central bank digital currency,atlanticcouncil.org,United States,no,neutral,other
795,2022-06,20220615T181500Z,"IES Holdings , Inc . ( NASDAQ : IESC ) Short Interest Up 35 . 7 % in May",etfdailynews.com,United States,no,neutral,other
796,2022-06,20220615T183000Z,Internet search services : Europe ′ s quest for online privacy | Business | Economy and finance news from a German perspective | DW,dw.com,Germany,no,neutral,other
797,2022-06,20220615T183000Z,"Sprinklr , Inc . ( CXM ) Q1 2023 Earnings Call Transcript",fool.com,United States,no,neutral,other
798,2022-06,20220615T190000Z,May 2022 among Earth top - 10 warmest | National Oceanic and Atmospheric Administration,noaa.gov,United States,no,neutral,other
799,2022-06,20220615T193000Z,Calix Operations Cloud Awarded 2022 Cloud Computing Product of the Year As BSPs Benefit by Dramatically Reducing OPEX Up to 80 Percent,businesswire.com,United States,no,neutral,other
800,2022-06,20220615T200000Z,Microsoft to use a biofuel - powered microgrid for backup in San Jose,datacenterdynamics.com,United States,yes,positive,energy_grid
801,2022-06,20220615T200000Z,"India Surges in International Bandwidth Demand , Expects a 38 % Compound Annual Growth Rate Between 2021 to 2028 , According to TeleGeography",totaltele.com,United Kingdom,no,neutral,other
802,2022-06,20220615T200000Z,Quickline selects Proximity to support rural network expansion,totaltele.com,United Kingdom,no,neutral,other
803,2022-06,20220615T210000Z,We Wanted Records on the Biggest Users of Water in Bend . One Major Supplier Sued Us Instead . ,bendsource.com,United States,yes,negative,environment_water
804,2022-06,20220615T220000Z,BIT Mining Limited ( NYSE : BTCM ) Short Interest Up 46 . 5 % in May,etfdailynews.com,United States,no,neutral,other
805,2022-06,20220615T221500Z,Enchanted Rock to Develop California Largest Renewable Microgrid | Manufacturing Business Technology,mbtmag.com,United States,yes,positive,energy_grid
806,2022-06,20220615T224500Z,Cisco Introduces Nexus Cloud To Simplify Operations,eweek.com,United States,yes,positive,tech_operations
807,2022-06,20220615T233000Z,"Registration Open for Open Compute Project Summit , Oct . 18 - 20",insidehpc.com,United States,yes,neutral,tech_operations
808,2022-06,20220615T233000Z,Internet of Things News | Latest News,newsnow.co.uk,United Kingdom,no,neutral,other
809,2022-06,20220615T233000Z,"Zeta Appoints Williams - Sonoma Executive , Jeanine Barnett Silberblatt , to Board of Directors",streetinsider.com,United States,no,neutral,other
810,2022-06,20220616T001500Z,"Everspin Technologies , Inc .: Everspin to Showcase New STT - MRAM Products at Embedded World 2022 June 21 - 23 , CEO to present details on IoT and FPGA focused MRAM",finanznachrichten.de,Germany,no,neutral,other
811,2022-06,20220617T000000Z,"Shaky oasis for some polar bears found , but not for species",cp24.com,Canada,no,neutral,other
812,2022-06,20220617T014500Z,Asperitas Teams Up with Unica Datacenters for Immersion Cooling Deployments,hpcwire.com,United States,yes,positive,tech_operations
813,2022-06,20220617T024500Z,Newly documented polar bear population lives in a surprising place,localnews8.com,United States,no,neutral,other
814,2022-06,20220617T060000Z,DITO has 9 M subscribers,mb.com.ph,Philippines,no,neutral,other
815,2022-06,20220617T083000Z,PubMatic Achieves 100 % Renewable Energy Across Global Data Centers – Padovanews,padovanews.it,Italy,yes,positive,energy_grid
816,2022-06,20220617T094500Z,"United States Copper Scrap Market Size , Share & Trends Analysis Report 2022 - 2030 - Demand for Recycled Copper in Foundries and Ingot - Making Applications Driving Growth - ResearchAndMarkets . com",businesswire.com,United States,no,neutral,other
817,2022-06,20220617T104500Z,"Nigeria Is Blessed With 44 Quality Commercial Minerals In 500 Locations , Says Minister Amid Country Reliance On Oil",saharareporters.com,Nigeria,no,neutral,other
818,2022-06,20220617T104500Z,"Cooling Towers Market To Power And Cross USD 3 , 557 Mn By The ... ",menafn.com,Qatar,no,neutral,other
819,2022-06,20220617T121500Z,"Jim Chanos Tears Into Crypto , Tesla , Warns Rate Hikes Will Hit Stocks",markets.businessinsider.com,United States,no,neutral,other
820,2022-06,20220617T123000Z,"Plate , South Korean Minister discuss data center partnership",en.antaranews.com,Indonesia,yes,positive,policy_regulation
821,2022-06,20220617T131500Z,5 Stocks the World Top Investors Are Loading Up on Right Now,siouxcityjournal.com,United States,no,neutral,other
822,2022-06,20220617T133000Z,Databank Announces Major Recapitalization,prnewswire.com,United States,yes,positive,investment_buildout
823,2022-06,20220617T140000Z,Valens Semiconductor : An Overlooked Company With Incredible Potential ( NYSE : VLN ) ,seekingalpha.com,United States,no,neutral,other
824,2022-06,20220617T144500Z,Financial Comparison : Direct Digital ( NASDAQ : DRCT ) vs . Chindata Group ( NASDAQ : CD ) ,etfdailynews.com,United States,no,neutral,other
825,2022-06,20220617T153000Z,Spring 2022 Product Call Highlights,architectmagazine.com,United States,no,neutral,other
826,2022-06,20220617T153000Z,Customized One to Multi - Day Courses | IEEE Communications Society,comsoc.org,United States,no,neutral,other
827,2022-06,20220617T153000Z,IEEE TCN November 2019 | IEEE Communications Society,comsoc.org,United States,no,neutral,other
828,2022-06,20220617T154500Z,Calming Words for Investors in the Most Recent Bear Market,fool.com,United States,no,neutral,other
829,2022-06,20220617T170000Z,TikTok Says 100 % of U . S . User Traffic Being Routed to Oracle Cloud Infrastructure,marketwatch.com,United States,yes,neutral,policy_regulation
830,2022-06,20220617T173000Z,Advanced Micro Devices ( NASDAQ : AMD ) Sets New 52 - Week Low at $79 . 43,etfdailynews.com,United States,no,neutral,other
831,2022-06,20220617T190000Z,"TikTok moves all US traffic to Oracle servers , amid new claims user data was accessed from China – TechCrunch",techcrunch.com,United States,yes,negative,tech_operations
832,2022-06,20220617T194500Z,Liberty Latin America ( NASDAQ : LILAK ) Upgraded to Sector Perform by Scotiabank,etfdailynews.com,United States,no,neutral,other
833,2022-06,20220617T200000Z,"THAILAND DATA CENTER MARKET TO REACH $1 BILLION BY 2027 . CHINDATA GROUP , KT CORPORATION , ST TELEMEDIA GLOBAL DATA CENTERS AND TELEHOUSE ARE AMONG THE NEW ENTRANTS – Arizton",finance.yahoo.com,United States,yes,positive,investment_buildout
834,2022-06,20220617T200000Z,La Nina weather may be behind historic Montana floods,greatfallstribune.com,United States,no,neutral,other
835,2022-06,20220617T200000Z,DigitalBridge Ganzi hints at more M & A after DataBank transaction,lightreading.com,United States,yes,positive,investment_buildout
836,2022-06,20220617T201500Z,"Fighting to survive as Arctic sea ice disappears , new group of polar bears finds area where they can  hang on  ",cbsnews.com,United States,no,neutral,other
837,2022-06,20220617T210000Z,Leaked audio reveal China - based employees are accessing US user data,msn.com,United States,no,neutral,other
838,2022-06,20220617T211500Z,"Q & A with Intel Jeff McVeigh , an HPCwire Person to Watch in 2022",hpcwire.com,United States,no,neutral,other
839,2022-06,20220617T211500Z,Embedded World Fair : Menta and Everspin Technologies will demonstrate an innovative collaboration with MRAM and eFPGA,streetinsider.com,United States,no,neutral,other
840,2022-06,20220617T213000Z,Leaked audio of more than 80 TikTok meetings reveal China - based employees are accessing US user data,dailymail.co.uk,United Kingdom,no,neutral,other
841,2022-06,20220617T213000Z,TikTok says it storing US data domestically amid renewed security concerns,engadget.com,Japan,no,neutral,other
842,2022-06,20220617T221500Z,"How Heavy Snow , Rain Flooded Yellowstone – NBC 5 Dallas - Fort Worth",nbcdfw.com,United States,no,neutral,other
843,2022-06,20220617T223000Z,"Mayor Minute : Several developments to note , of financial and other kinds | Guest Column",wyomingnews.com,United States,no,neutral,other
844,2022-06,20220617T224500Z,"US TikTok user data accessed in China despite denials , report suggests",washingtonexaminer.com,United States,no,neutral,other
845,2022-06,20220617T234500Z,State exempts Google from plan to cut tax breaks,enidnews.com,United States,yes,positive,policy_regulation
846,2022-06,20220629T023000Z,Racing to meet global chip demand | NHK WORLD - JAPAN News,nhk.or.jp,Japan,no,neutral,other
847,2022-06,20220629T024500Z,"Norwegian cruise hits iceberg near Alaska , no injuries reported",mycentraloregon.com,United States,no,neutral,other
848,2022-06,20220629T034500Z,China enjoys high - quality development in past decade - Xinhua,english.news.cn,,no,neutral,other
849,2022-06,20220629T034500Z,HPE New Arm Server Signals Shift in x86 Mindset,hpcwire.com,United States,no,neutral,other
850,2022-06,20220629T040000Z,China enjoys high - quality development in past decade,bignewsnetwork.com,United States,no,neutral,other
851,2022-06,20220629T040000Z,WALLIX AND AXIANS FRANCE SIGN A PARTNERSHIP TO STRENGTHEN THE CYBERSECURITY OFFER IN THE INDUSTRIAL SECTOR,sharewise.com,Germany,no,neutral,other
852,2022-06,20220629T043000Z,NFR proposes $1 . 5B data center ahead of eminent domain hearing,niagara-gazette.com,United States,yes,neutral,investment_buildout
853,2022-06,20220629T061500Z,"Vertiv Releases First Environmental , Social and Governance Report",apnews.com,United States,no,neutral,other
854,2022-06,20220629T063000Z,$1 . 48B data center proposed in the Cataract City,lockportjournal.com,United States,yes,neutral,investment_buildout
855,2022-06,20220629T064500Z,"ION MarketFactory wins  Best connectivity , hosting , and co - location service  at FX Markets e - FX Awards",itnewsonline.com,United States,no,neutral,other
856,2022-06,20220629T064500Z,Hewlett Packard Stock : Still Has An Upside ( NYSE : HPE ) ,seekingalpha.com,United States,no,neutral,other
857,2022-06,20220629T070000Z,Schneider Electric Recognized as the 2022 Microsoft Energy & Sustainability Partner of the Year,koreabizwire.com,South Korea,no,neutral,other
858,2022-06,20220629T070000Z,Schneider Electric SE : Schneider Electric recognized as the 2022 Microsoft Energy & Sustainability Partner of the Year,finanznachrichten.de,Germany,no,neutral,other
859,2022-06,20220629T070000Z,Investors to Pour More Capital Into Thailand and Asia Pacific Data Centers in 2022,thaipr.net,Thailand,yes,positive,investment_buildout
860,2022-06,20220629T071500Z,Data Center General Construction Market Size to Grow by USD 8 . 76 billion | Increase in Investment in Data Centers to Drive Growth,prnewswire.com,United States,yes,positive,investment_buildout
861,2022-06,20220629T081500Z,Minister offers incentives to attract investment in essential industry,en.antaranews.com,Indonesia,no,neutral,other
862,2022-06,20220629T081500Z,  Silicon Heartland  boon for Ohio,arkansasonline.com,United States,no,neutral,other
863,2022-06,20220629T081500Z,Intel Should Slash Its Dividend . Its Future May Depend on It . ,marketwatch.com,United States,no,neutral,other
864,2022-06,20220629T083000Z,Infinera and NEC to Modernize Neutral Network Mexico to United States Fiber Optic Network with Industry - leading ICE6 800G Solution,finanznachrichten.de,Germany,no,neutral,other
865,2022-06,20220629T101500Z,Achronix Semiconductor : Enabling Data Acceleration Via High - Performance FPGAS And EFPGA IP,industry.siliconindia.com,India,no,neutral,other
866,2022-06,20220629T103000Z,Nerds Unite 2022 : Highlighting The Power of Global Interconnection for Businesses in West Africa,african.business,,no,neutral,other
867,2022-06,20220629T103000Z,Time Dotcom AIMS data center finally has suitors ? ,techwireasia.com,China,yes,positive,investment_buildout
868,2022-06,20220629T103000Z,How do microgrids support net - zero carbon data center objectives,datacenterdynamics.com,United States,yes,positive,energy_grid
869,2022-06,20220629T114500Z,STACK Infrastructure Achieves Industry - Leading Score From Uptime Institute Management and Operations Assessment,apnews.com,United States,yes,positive,tech_operations
870,2022-06,20220629T120000Z,VMware unveils vSphere+ and vSAN+,it-online.co.za,South Africa,no,neutral,other
871,2022-06,20220629T120000Z,Industry says new Indian cyber regs go way too far,msn.com,United States,no,neutral,other
872,2022-06,20220629T123000Z,DISA looks to install 10GB ethernet line from Equinix data center to DHS facility,datacenterdynamics.com,United States,yes,neutral,tech_operations
873,2022-06,20220629T123000Z,NFR says partner track record makes Niagara Digital Campus plan different,northwestgeorgianews.com,United States,yes,positive,investment_buildout
874,2022-06,20220629T124500Z,"Amazon Web Services has big plans to support Indian edtech firms , NGOs , says top executive",businesstoday.in,India,no,neutral,other
875,2022-06,20220629T130000Z,Iron net : Digital repression in the Middle East and North Africa,ecfr.eu,Russia,no,neutral,other
876,2022-06,20220629T131500Z,United Arab Emirates ( UAE ) Data Center Market is Poised to Grow at a CAGR of 7 . 99 % during the Forecast Period of 2022 - 2031,digitaljournal.com,United States,yes,positive,investment_buildout
877,2022-06,20220629T133000Z,Rural applications research at Iowa State University receives boost from Ericsson and NSF - Funded PAWR Project Office,markets.businessinsider.com,United States,no,neutral,other
878,2022-06,20220629T143000Z,Blaize and VSaaS to Collaborate on the Development and Deployment of AI Surveillance Applications,eejournal.com,United States,no,neutral,other
879,2022-06,20220629T150000Z,Intel Labs reports integrated photonics research advance,optics.org,United States,no,neutral,other
880,2022-06,20220629T154500Z,Is it a Good Choice to Invest in Tyler Technologies ( TYL )? ,insidermonkey.com,United States,no,neutral,other
881,2022-06,20220629T154500Z,Siemens and NVIDIA to enable industrial metaverse,prnewswire.com,United States,no,neutral,other
882,2022-06,20220629T160000Z,2 Reasons to Buy Nvidia and 1 Reason to Sell,fool.com,United States,no,neutral,other
883,2022-06,20220629T161500Z,Investing | Data Center Knowledge | News and analysis for the data center industry,datacenterknowledge.com,United States,yes,neutral,investment_buildout
884,2022-06,20220629T161500Z,Will Hydrogen Fuel the Data Center of the Future ? | Data Center Knowledge | News and analysis for the data center industry,datacenterknowledge.com,United States,yes,positive,energy_grid
885,2022-06,20220629T163000Z,Latin America Data Center Rack Market Report 2022 : Adoption of Cloud Services & Colocation Data Center Investments Driving Growth - ResearchAndMarkets . com,businesswire.com,United States,yes,positive,investment_buildout
886,2022-06,20220629T163000Z,HPE Discover 2022 : 5 Biggest News Announcements,crn.com,United States,no,neutral,other
887,2022-06,20220629T163000Z,COVID - 19 BA . 4 and BA . 5 variants make up more than HALF of US cases,dailymail.co.uk,United Kingdom,no,neutral,other
888,2022-06,20220629T163000Z,Hybrid and Multi - Cloud Practicality,tvtechnology.com,United States,no,neutral,other
889,2022-06,20220629T164500Z,Privacy Policy,cullmantimes.com,United States,no,neutral,other
890,2022-06,20220629T164500Z,Why Nvidia Stock Slumped on Wednesday,fool.com,United States,no,neutral,other
891,2022-06,20220629T171500Z,Bloomington fiber internet deal with Meridiam to bring fast speeds,heraldtimesonline.com,United States,no,neutral,other
892,2022-06,20220629T171500Z,"Semiconductor Stocks Downgraded , Chip Designers Upgraded | Investor Business Daily",investors.com,United States,no,neutral,other
893,2022-06,20220629T171500Z,TRUECHIP ADDS USB 4 HUB MODEL & USB 4 RETIMER MODEL TO ITS VERIFICATION IP PORTFOLIO,prnewswire.com,United States,no,neutral,other
894,2022-06,20220629T174500Z,Youngkin meets with GOP megadonors and more Virginia headlines,virginiamercury.com,,no,neutral,other
895,2022-06,20220629T180000Z,Jim Chanos Is Raising Over $200 Million for  Big Short  Against REITs,markets.businessinsider.com,United States,no,neutral,other
896,2022-06,20220629T180000Z,Intel Foundry Services Forms Alliance to Enable Design in the Cloud,hpcwire.com,United States,no,neutral,other
897,2022-06,20220629T180000Z,Jim Chanos Goes Short Legacy Data Centers,streetinsider.com,United States,yes,negative,investment_buildout
898,2022-06,20220629T184500Z,Bill environmentalists say could keep Missouri coal plants open signed by governor • Missouri Independent,missouriindependent.com,,no,neutral,other
899,2022-06,20220629T190000Z,FCC Commissioner Calls on Google and Apple to Ban TikTok,extremetech.com,United States,no,neutral,other
900,2022-06,20220629T191500Z,"From dry to deluge , here how Yellowstone flooded",belgrade-news.com,United States,no,neutral,other
901,2022-07,20220708T003000Z,Raxio set to construct Ethiopia first private data center – New Business Ethiopia,newbusinessethiopia.com,Ethiopia,yes,positive,investment_buildout
902,2022-07,20220708T003000Z,"Recommendation Engines Market Size is projected to reach USD 54 Billion by 2030 , grow at a CAGR of 37 %: Straits Research",sina.com.hk,Hong Kong,no,neutral,other
903,2022-07,20220708T004500Z,Stock Market | FinancialContent Business Page,markets.financialcontent.com,United States,no,neutral,other
904,2022-07,20220708T014500Z,Billion - Euro Market Biotechnology : Exyte Builds mRNA Competence Center for WACKER in Halle,singaporestar.com,Singapore,no,neutral,other
905,2022-07,20220708T020000Z,India Deadly Heatwave Will Soon Be a Global Reality,washingtonpost.com,United States,no,neutral,other
906,2022-07,20220708T024500Z,Finfluencers face new reality ; Rajeev Misra steps back at SoftBank,economictimes.indiatimes.com,India,no,neutral,other
907,2022-07,20220708T024500Z,Intel champions path of sustainability in enterprise computing,siliconangle.com,United States,no,neutral,other
908,2022-07,20220708T024500Z,Gov . Ige vetoes federal funding in budget bill in part to give money to HTA,kitv.com,United States,no,neutral,other
909,2022-07,20220708T033000Z,Ethio Telecom revenue up 18 percent – New Business Ethiopia,newbusinessethiopia.com,Ethiopia,no,neutral,other
910,2022-07,20220708T034500Z,When the Weather Gets Hot Enough To Kill - The Washington Post,washingtonpost.com,United States,no,neutral,other
911,2022-07,20220708T061500Z,Leidos ( NYSE : LDOS ) and Arbe Robotics ( NASDAQ : ARBE ) Head to Head Review,etfdailynews.com,United States,no,neutral,other
912,2022-07,20220708T063000Z,Schneider Electric recognized as the 2022 Microsoft Energy & Sustainability Partner of the Year,harbourtimes.com,Hong Kong,no,neutral,other
913,2022-07,20220708T070000Z,China infrastructure investment accelerates amid policy support,chinanationalnews.com,China,no,neutral,other
914,2022-07,20220708T071500Z,Economic Watch : China infrastructure investment accelerates amid policy support - Xinhua,english.news.cn,,no,neutral,other
915,2022-07,20220708T104500Z,"Quinbrook to build $1 . 7 billion data center , 2Gwh battery storage in Queensland , Australia",datacenterdynamics.com,United States,yes,positive,investment_buildout
916,2022-07,20220708T121500Z,FroXx Visual Assistance Offers Innovative New Support Solution for Equipment Installation and Maintenance,itnewsonline.com,United States,no,neutral,other
